KEY,NUCLIDE,METHOD,< VALUE_Bq/m³,VALUE_Bq/m³,ERROR%_m³,DATE_OF_ENTRY
"WDHIG1987432","SR90","2",,14,29,
"WDHIG1987433","CS134","4",,147,5,
"WDHIG1987433","CS137","4",,356,23,
"WDHIG1987433","SR90","2",,21.7,25,
"WDHIG1987434","CS134","4",,111,44,
"WDHIG1987434","CS137","4",,302,18,
"WDHIG1987435","CS134","4",,123,52,
"WDHIG1987435","CS137","4",,340,28,
"WDHIG1987436","CS134","4",,86,53,
"WDHIG1987436","CS137","4",,242,26,
"WDHIG1987437","CS134","4",,133,59,
"WDHIG1987437","CS137","4",,341,25,
"WDHIG1987438","CS134","4",,134,46,
"WDHIG1987438","CS137","4",,354,27,
"WDHIG1987439","CS134","4",,147,54,
"WDHIG1987439","CS137","4",,401,23,
"WDHIG1987440","CS134","4",,87.7,72,
"WDHIG1987440","CS137","4",,234,3,
"WDHIG1987441","CS134","4",,57.4,66,
"WDHIG1987441","CS137","4",,155,31,
"WDHIG1987442","AM241","1",,0.0011,36,
"WDHIG1987442","CM242","1",,0.0014,45,
"WDHIG1987442","CS134","4",,144,42,
"WDHIG1987442","CS137","4",,387,2,
"WDHIG1987442","PU238","1",,0.0004,67,
"WDHIG1987442","PU239240","1",,0.002,31,
"WDHIG1987442","SR90","2",,20.1,3,
"WDHIG1987443","CS134","4",,137,48,
"WDHIG1987443","CS137","4",,365,2,
"WDHIG1987443","SR90","2",,20.6,26,
"WDHIG1987444","CS134","4",,148,51,
"WDHIG1987444","CS137","4",,399,21,
"WDHIG1987444","SR90","2",,22.3,25,
"WDHIG1987445","CS134","4",,113,49,
"WDHIG1987445","CS137","4",,299,17,
"WDHIG1987445","SR90","2",,19.8,26,
"WDHIG1987446","AM241","1",,0.0028,23,
"WDHIG1987446","CM242","1",,0.002,36,
"WDHIG1987446","CS134","4",,62.6,74,
"WDHIG1987446","CS137","4",,175,29,
"WDHIG1987446","PU238","1",,0.001,,
"WDHIG1987446","PU239240","1",,0.0148,14,
"WDHIG1987446","SR90","2",,19.9,35,
"WDHIG1987447","CS134","4",,149,44,
"WDHIG1987447","CS137","4",,374,21,
"WDHIG1987448","CS134","4",,119,53,
"WDHIG1987448","CS137","4",,313,19,
"WDHIG1987456","CS134","4",,144,57,
"WDHIG1987456","CS137","4",,368,21,
"WDHIG1987457","CS134","4",,138,49,
"WDHIG1987457","CS137","4",,368,27,
"WDHIG1987458","CS134","4",,137,46,
"WDHIG1987458","CS137","4",,389,25,
"WDHIG1987459","CS134","4",,122,38,
"WDHIG1987459","CS137","4",,325,17,
"WDHIG1987459","SR90","2",,18.5,33,
"WDHIG1987460","CS134","4",,151,37,
"WDHIG1987460","CS137","4",,393,14,
"WDHIG1987460","SR90","2",,20.8,31,
"WDHIG1987461","CS134","4",,155,44,
"WDHIG1987461","CS137","4",,399,25,
"WDHIG1987461","SR90","2",,21.3,3,
"WDHIG1987462","CS134","4",,123,53,
"WDHIG1987462","CS137","4",,337,25,
"WDHIG1987462","SR90","2",,20.5,26,
"WDHIG1987463","AM241","1",,0.0007,75,
"WDHIG1987463","CM242","1",,0.0012,71,
"WDHIG1987463","CS134","4",,138,36,
"WDHIG1987463","CS137","4",,367,18,
"WDHIG1987463","PU238","1",,0.0004,67,
"WDHIG1987463","PU239240","1",,0.003,24,
"WDHIG1987464","AM241","1",,0.0041,18,
"WDHIG1987464","CM242","1",,0.0018,39,
"WDHIG1987464","CS134","4",,130,59,
"WDHIG1987464","CS137","4",,381,26,
"WDHIG1987464","PU238","1",,0.001,38,
"WDHIG1987464","PU239240","1",,0.008200000000000001,16,
"WDHIG1987465","CS134","4",,146,44,
"WDHIG1987465","CS137","4",,382,2,
"WDHIG1987465","SR90","2",,17.9,28,
"WDHIG1987466","CS134","4",,144,47,
"WDHIG1987466","CS137","4",,370,22,
"WDHIG1987466","SR90","2",,21.9,27,
"WDHIG1987467","CS134","4",,144,52,
"WDHIG1987467","CS137","4",,301,22,
"WDHIG1987467","SR90","2",,19.5,23,
"WDHIG1987468","CS134","4",,123,64,
"WDHIG1987468","CS137","4",,313,24,
"WDHIG1987468","SR90","2",,20.6,22,
"WDHIG1987469","CS134","4",,83.40000000000001,77,
"WDHIG1987469","CS137","4",,228,35,
"WDHIG1987469","SR90","2",,20.1,29,
"WDHIG1987470","CS134","4",,38.6,16,
"WDHIG1987470","CS137","4",,91.5,76,
"WDHIG1987470","SR90","2",,18.6,31,
"WDHIG1987471","CS134","4",,31.3,67,
"WDHIG1987471","CS137","4",,89.90000000000001,24,
"WDHIG1987471","SR90","2",,20.3,27,
"WDHIG1987472","CS134","4",,56,68,
"WDHIG1987472","CS137","4",,167,22,
"WDHIG1987473","CS134","4",,70,49,
"WDHIG1987473","CS137","4",,193,28,
"WDHIG1987474","CS134","4",,2.7,18,
"WDHIG1987474","CS137","4",,23.1,41,
"WDHIG1987475","AM241","1",,0.001,,
"WDHIG1987475","CM242","1",,0.001,,
"WDHIG1987475","CS134","4",,38.9,56,
"WDHIG1987475","CS137","4",,113,23,
"WDHIG1987475","PU238","1",,0.001,,
"WDHIG1987475","PU239240","1",,0.0035,26,
"WDHIG1987475","SR90","2",,18.2,25,
"WDHIG1987476","AM241","1",,0.0021,26,
"WDHIG1987476","CM242","1",,0.001,,
"WDHIG1987476","CS134","4",,4.7,15,
"WDHIG1987476","CS137","4",,25.8,37,
"WDHIG1987476","PU238","1",,0.001,,
"WDHIG1987476","PU239240","1",,0.0011,54,
"WDHIG1987476","SR90","2",,18.1,3,
"WDHIG1987484","CS134","4",,43.9,49,
"WDHIG1987484","CS137","4",,117,16,
"WDHIG1987485","CS134","4",,70.09999999999999,78,
"WDHIG1987485","CS137","4",,215,32,
"WDHIG1987485","SR90","2",,20.1,27,
"WDHIG1987486","CS134","4",,22.6,73,
"WDHIG1987486","CS137","4",,71.09999999999999,32,
"WDHIG1987486","SR90","2",,18.1,25,
"WDHIG1987487","AM241","1",,0.001,,
"WDHIG1987487","CM242","1",,0.001,,
"WDHIG1987487","CS134","4",,88.3,53,
"WDHIG1987487","CS137","4",,233,21,
"WDHIG1987487","PU238","1",,0.0009,51,
"WDHIG1987487","PU239240","1",,0.0057,23,
"WDHIG1987487","SR90","2",,18.2,26,
"WDHIG1987488","AM241","1",,0.0049,29,
"WDHIG1987488","CM242","1",,0.0052,46,
"WDHIG1987488","CS134","4",,48.2,81,
"WDHIG1987488","CS137","4",,128,32,
"WDHIG1987488","PU238","1",,0.0009,45,
"WDHIG1987488","PU239240","1",,0.0092,16,
"WDHIG1987488","SR90","2",,18.6,28,
"WDHIG1987496","AM241","1",,0.001,,
"WDHIG1987496","CM242","1",,0.001,,
"WDHIG1987496","CS134","4",,73.90000000000001,56,
"WDHIG1987496","CS137","4",,208,28,
"WDHIG1987496","PU238","1",,0.0005999999999999999,58,
"WDHIG1987496","PU239240","1",,0.0055,23,
"WDHIG1987496","SR90","2",,17,26,
"WDHIG1987497","AM241","1",,0.001,,
"WDHIG1987497","CM242","1",,0.001,,
"WDHIG1987497","CS134","4",,34.7,68,
"WDHIG1987497","CS137","4",,94.3,22,
"WDHIG1987497","PU238","1",,0.001,,
"WDHIG1987497","PU239240","1",,0.0035,24,
"WDHIG1987497","SR90","2",,17.4,29,
"WDHIG1987498","CS134","4",,65.7,69,
"WDHIG1987498","CS137","4",,178,32,
"WDHIG1987498","SR90","2",,21.2,26,
"WDHIG1987499","CS134","4",,41,63,
"WDHIG1987499","CS137","4",,118,34,
"WDHIG1987500","CS134","4",,39.5,54,
"WDHIG1987500","CS137","4",,119,19,
"WDHIG1987501","CS134","4",,32.4,46,
"WDHIG1987501","CS137","4",,96.59999999999999,2,
"WDHIG1987502","CS134","4",,18.6,85,
"WDHIG1987502","CS137","4",,59.6,22,
"WDHIG1987503","CS134","4",,4,16,
"WDHIG1987503","CS137","4",,25.1,38,
"WDHIG1987504","CS134","4",,39.6,43,
"WDHIG1987504","CS137","4",,114,21,
"WDHIG1987505","CS134","4",,61.4,62,
"WDHIG1987505","CS137","4",,179,26,
"WDHIG1987505","SR90","2",,19.8,23,
"WDHIG1987506","CS134","4",,68.8,82,
"WDHIG1987506","CS137","4",,19.2,28,
"WDHIG1987506","SR90","2",,19.9,28,
"WDHIG1987507","CS134","4",,30.2,68,
"WDHIG1987507","CS137","4",,91.40000000000001,25,
"WDHIG1987507","SR90","2",,18.7,3,
"WDHIG1987508","CS134","4",,5.5,16,
"WDHIG1987508","CS137","4",,26.1,23,
"WDHIG1987508","SR90","2",,17.2,26,
"WDHIG1987509","CS134","4",,3.5,23,
"WDHIG1987509","CS137","4",,23,3,
"WDHIG1987509","SR90","2",,17.3,27,
"WDHIG1987510","CS134","4",,41.4,91,
"WDHIG1987510","CS137","4",,110,32,
"WDHIG1987511","CS134","4",,7.2,89,
"WDHIG1987511","CS137","4",,32.9,21,
"WDHIG1987519","CS134","4",,41.4,14,
"WDHIG1987519","CS137","4",,100,56,
"WDHIG1987519","SR90","2",,18.7,29,
"WDHIG1987520","CS134","4",,2.4,26,
"WDHIG1987520","CS137","4",,22,3,
"WDHIG1987520","SR90","2",,17.4,38,
"WDHIG1987528","CS134","4",,39.1,54,
"WDHIG1987528","CS137","4",,115,27,
"WDHIG1987529","CS134","4",,3.2,22,
"WDHIG1987529","CS137","4",,23.9,27,
"WDHIG1987537","CS134","4",,38.7,67,
"WDHIG1987537","CS137","4",,113,22,
"WDHIG1987538","CS134","4",,2.4,18,
"WDHIG1987538","CS137","4",,22.7,42,
"WDHIG1987539","CS134","4",,21.4,78,
"WDHIG1987539","CS137","4",,72.3,29,
"WDHIG1987540","CS134","4",,21.4,87,
"WDHIG1987540","CS137","4",,72,31,
"WDHIG1987541","CS134","4",,18.6,12,
"WDHIG1987541","CS137","4",,55.9,36,
"WDHIG1987542","CS134","4",,33.8,66,
"WDHIG1987542","CS137","4",,103,37,
"WDHIG1987543","CS134","4",,34,85,
"WDHIG1987543","CS137","4",,109,28,
"WDHIG1987544","CS134","4",,33.4,76,
"WDHIG1987544","CS137","4",,90.90000000000001,41,
"WDHIG1987545","CS134","4",,34.4,72,
"WDHIG1987545","CS137","4",,110,37,
"WDHIG1987546","CS134","4",,34.4,81,
"WDHIG1987546","CS137","4",,107,4,
"WDHIG1987548","CS134","4",,42.1,72,
"WDHIG1987548","CS137","4",,118,32,
"WDHIG1987548","SR90","2",,16,27,
"WDHIG1987549","CS134","4",,41.6,42,
"WDHIG1987549","CS137","4",,116,18,
"WDHIG1987549","SR90","2",,17.5,27,
"WDHIG1987550","CS134","4",,25.8,55,
"WDHIG1987550","CS137","4",,80.59999999999999,22,
"WDHIG1987550","SR90","2",,17.7,24,
"WDHIG1987551","CS134","4",,19.2,10,
"WDHIG1987551","CS137","4",,71.09999999999999,27,
"WDHIG1987551","SR90","2",,16.8,27,
"WDHIG1987552","CS134","4",,41,10,
"WDHIG1987552","CS137","4",,112,28,
"WDHIG1987553","AM241","1",,0.0025,27,
"WDHIG1987553","CM242","1",,0.0058,20,
"WDHIG1987553","CS134","4",,31.5,35,
"WDHIG1987553","CS137","4",,97.09999999999999,13,
"WDHIG1987553","PU238","1",,0.0005999999999999999,42,
"WDHIG1987553","PU239240","1",,0.005,19,
"WDHIG1987553","SR90","2",,16.3,32,
"WDHIG1987554","AM241","1",,0.0335,14,
"WDHIG1987554","CM242","1",,0.044,14,
"WDHIG1987554","CS134","4",,22.3,52,
"WDHIG1987554","CS137","4",,74.90000000000001,27,
"WDHIG1987554","PU238","1",,0.0018,30,
"WDHIG1987554","PU239240","1",,0.0061,18,
"WDHIG1987554","SR90","2",,16.8,35,
"WDHIG1987555","CS134","4",,34.7,41,
"WDHIG1987555","CS137","4",,103,13,
"WDHIG1987556","CS134","4",,29.7,59,
"WDHIG1987556","CS137","4",,95.09999999999999,19,
"WDHIG1987556","SR90","2",,17,24,
"WDHIG1987557","CS134","4",,26.6,54,
"WDHIG1987557","CS137","4",,85.90000000000001,2,
"WDHIG1987557","SR90","2",,18.3,24,
"WDHIG1987558","CS134","4",,30.9,53,
"WDHIG1987558","CS137","4",,95.5,2,
"WDHIG1987559","CS134","4",,16,13,
"WDHIG1987559","CS137","4",,63,4,
"WDHIG1987567","CS134","4",,35,91,
"WDHIG1987567","CS137","4",,97.7,33,
"WDHIG1987568","CS134","4",,30.3,10,
"WDHIG1987568","CS137","4",,97.09999999999999,3,
"WDHIG1987568","SR90","2",,17.2,25,
"WDHIG1987569","CS134","4",,20.7,77,
"WDHIG1987569","CS137","4",,73.40000000000001,29,
"WDHIG1987569","SR90","2",,14.3,28,
"WDHIG1987570","AM241","1",,0.001,,
"WDHIG1987570","CM242","1",,0.0118,29,
"WDHIG1987570","CS134","4",,28.3,81,
"WDHIG1987570","CS137","4",,89.8,26,
"WDHIG1987570","H3","5",,4500,8,
"WDHIG1987570","PU238","1",,0.0005,99,
"WDHIG1987570","PU239240","1",,0.005,22,
"WDHIG1987570","SR90","2",,14.1,33,
"WDHIG1987571","AM241","1",,0.001,,
"WDHIG1987571","CM242","1",,0.0068,46,
"WDHIG1987571","CS134","4",,17.4,78,
"WDHIG1987571","CS137","4",,66.90000000000001,25,
"WDHIG1987571","PU238","1",,0.0004,82,
"WDHIG1987571","PU239240","1",,0.0078,17,
"WDHIG1987571","SR90","2",,13.8,33,
"WDHIG1987579","CS134","4",,28.3,98,
"WDHIG1987579","CS137","4",,90.3,33,
"WDHIG1987580","CS134","4",,20.4,74,
"WDHIG1987580","CS137","4",,74.09999999999999,36,
"WDHIG1987587","AM241","1",,0.001,87,
"WDHIG1987587","CM242","1",,0.0171,27,
"WDHIG1987587","CS134","4",,23.1,7,
"WDHIG1987587","CS137","4",,75.2,25,
"WDHIG1987587","PU238","1",,0.0003,87,
"WDHIG1987587","PU239240","1",,0.0038,22,
"WDHIG1987587","SR90","2",,15.6,3,
"WDHIG1987588","AM241","1",,0.0053,76,
"WDHIG1987588","CM242","1",,0.0597,29,
"WDHIG1987588","CS134","4",,19.8,12,
"WDHIG1987588","CS137","4",,72.7,38,
"WDHIG1987588","PU238","1",,0.0004,75,
"WDHIG1987588","PU239240","1",,0.0043,21,
"WDHIG1987588","SR90","2",,15.7,32,
"WDHIG1987597","CS134","4",,24.6,10,
"WDHIG1987597","CS137","4",,84,38,
"WDHIG1987597","H3","5",,4260,8,
"WDHIG1987597","SR90","2",,16.2,27,
"WDHIG1987598","CS134","4",,14.6,72,
"WDHIG1987598","CS137","4",,60.6,25,
"WDHIG1987598","SR90","2",,13.4,31,
"WDHIG1987604","AM241","1",,0.001,,
"WDHIG1987604","CM242","1",,0.0039,39,
"WDHIG1987604","CS134","4",,22.1,76,
"WDHIG1987604","CS137","4",,79.59999999999999,31,
"WDHIG1987604","PU238","1",,0.0018,41,
"WDHIG1987604","PU239240","1",,0.0021,46,
"WDHIG1987605","AM241","1",,0.001,,
"WDHIG1987605","CM242","1",,0.0064,32,
"WDHIG1987605","CS134","4",,18.6,81,
"WDHIG1987605","CS137","4",,69.5,22,
"WDHIG1987605","PU238","1",,0.0011,46,
"WDHIG1987605","PU239240","1",,0.0044,20,
"WDHIG1987778","CS134","4",,17,67,
"WDHIG1987778","CS137","4",,66,25,
"WDHIG1987778","SR90","2",,11.3,33,
"WDHIG1988157","CS134","4",,15.9,13,
"WDHIG1988157","CS137","4",,60.2,25,
"WDHIG1988157","SR90","2",,16.4,38,
"WDHIG1988158","CS134","4",,18.6,78,
"WDHIG1988158","CS137","4",,72.8,3,
"WDHIG1988158","SR90","2",,17,31,
"WDHIG1988159","CS134","4",,26,6,
"WDHIG1988159","CS137","4",,85.90000000000001,24,
"WDHIG1988159","SR90","2",,19.4,3,
"WDHIG1988168","CS134","4",,16.1,13,
"WDHIG1988168","CS137","4",,64.5,4,
"WDHIG1988169","CS134","4",,18.5,95,
"WDHIG1988169","CS137","4",,69.09999999999999,19,
"WDHIG1988177","CS134","4",,20.4,82,
"WDHIG1988177","CS137","4",,78.40000000000001,34,
"WDHIG1988178","CS134","4",,15.6,91,
"WDHIG1988178","CS137","4",,72.7,24,
"WDHIG1988185","CS134","4",,21.7,89,
"WDHIG1988185","CS137","4",,85.09999999999999,29,
"WDHIG1988185","SR90","2",,17.7,29,
"WDHIG1988186","CS134","4",,15.3,7,
"WDHIG1988186","CS137","4",,68.90000000000001,14,
"WDHIG1988186","SR90","2",,15.6,38,
"WDHIG1988189","CS134","4",,22.5,76,
"WDHIG1988189","CS137","4",,84.90000000000001,23,
"WDHIG1988190","CS134","4",,16,84,
"WDHIG1988190","CS137","4",,69.5,3,
"WDHIG1988198","CS134","4",,23.1,59,
"WDHIG1988198","CS137","4",,91.5,22,
"WDHIG1988198","SR90","2",,18.9,25,
"WDHIG1988199","CS134","4",,13.9,13,
"WDHIG1988199","CS137","4",,67.3,25,
"WDHIG1988199","SR90","2",,15.7,27,
"WDHIG1988200","CS134","4",,29.3,8,
"WDHIG1988200","CS137","4",,99.40000000000001,29,
"WDHIG1988201","CS134","4",,20.8,66,
"WDHIG1988201","CS137","4",,84.3,2,
"WDHIG1988202","AM241","1",,0.018,42,
"WDHIG1988202","CS134","4",,25.9,7,
"WDHIG1988202","CS137","4",,91.59999999999999,22,
"WDHIG1988202","PU238","1",,0.0004,71,
"WDHIG1988202","PU239240","1",,0.0046,24,
"WDHIG1988202","SR90","2",,18.5,26,
"WDHIG1988203","AM241","1",,0.001,,
"WDHIG1988203","CS134","4",,5.3,94,
"WDHIG1988203","CS137","4",,43.6,19,
"WDHIG1988203","PU238","1",,0.0047,23,
"WDHIG1988203","PU239240","1",,0.0232,14,
"WDHIG1988203","SR90","2",,17.9,26,
"WDHIG1988204","CS134","4",,26.3,77,
"WDHIG1988204","CS137","4",,89.2,24,
"WDHIG1988205","CS134","4",,4.8,12,
"WDHIG1988205","CS137","4",,37.5,28,
"WDHIG1988206","CS134","4",,24.1,82,
"WDHIG1988206","CS137","4",,88.59999999999999,26,
"WDHIG1988206","SR90","2",,19.2,28,
"WDHIG1988207","CS134","4",,4.1,17,
"WDHIG1988207","CS137","4",,36.6,3,
"WDHIG1988207","SR90","2",,18.2,26,
"WDHIG1988208","CS134","4",,19.1,12,
"WDHIG1988208","CS137","4",,78.40000000000001,34,
"WDHIG1988208","SR90","2",,18.2,24,
"WDHIG1988209","CS134","4",,5.3,91,
"WDHIG1988209","CS137","4",,45.1,26,
"WDHIG1988209","SR90","2",,8.220000000000001,38,
"WDHIG1988210","CS134","4",,21.5,99,
"WDHIG1988210","CS137","4",,79.09999999999999,23,
"WDHIG1988211","CS134","4",,5.6,14,
"WDHIG1988211","CS137","4",,39.8,25,
"WDHIG1988212","AM241","1",,0.001,,
"WDHIG1988212","CS134","4",,23.3,73,
"WDHIG1988212","CS137","4",,91.2,18,
"WDHIG1988212","PU238","1",,0.001,,
"WDHIG1988212","PU239240","1",,0.0042,30,
"WDHIG1988212","SR90","2",,19.2,29,
"WDHIG1988213","AM241","1",,0.0014,99,
"WDHIG1988213","CS134","4",,4.7,13,
"WDHIG1988213","CS137","4",,40.1,29,
"WDHIG1988213","PU238","1",,0.0009,51,
"WDHIG1988213","PU239240","1",,0.0122,17,
"WDHIG1988213","SR90","2",,16.2,3,
"WDHIG1988214","CS134","4",,28.1,94,
"WDHIG1988214","CS137","4",,108,33,
"WDHIG1988215","CS134","4",,9.5,12,
"WDHIG1988215","CS137","4",,54.4,25,
"WDHIG1988216","CS134","4",,30.8,92,
"WDHIG1988216","CS137","4",,114,28,
"WDHIG1988216","SR90","2",,20,27,
"WDHIG1988217","CS134","4",,30.3,68,
"WDHIG1988217","CS137","4",,97.59999999999999,3,
"WDHIG1988217","SR90","2",,19.9,28,
"WDHIG1988218","CS134","4",,34.5,10,
"WDHIG1988218","CS137","4",,118,32,
"WDHIG1988219","CS134","4",,27.2,11,
"WDHIG1988219","CS137","4",,111,29,
"WDHIG1988220","CS134","4",,34.9,85,
"WDHIG1988220","CS137","4",,120,34,
"WDHIG1988220","SR90","2",,21,27,
"WDHIG1988221","CS134","4",,25.3,54,
"WDHIG1988221","CS137","4",,92.90000000000001,25,
"WDHIG1988221","SR90","2",,19.8,29,
"WDHIG1988222","CS134","4",,38,6,
"WDHIG1988222","CS137","4",,134,27,
"WDHIG1988223","CS134","4",,33.2,6,
"WDHIG1988223","CS137","4",,107,29,
"WDHIG1988224","CS134","4",,37.9,77,
"WDHIG1988224","CS137","4",,144,33,
"WDHIG1988224","SR90","2",,20.7,28,
"WDHIG1988225","CS134","4",,17.4,9,
"WDHIG1988225","CS137","4",,73.09999999999999,18,
"WDHIG1988225","SR90","2",,19.6,29,
"WDHIG1988226","CS134","4",,36.5,77,
"WDHIG1988226","CS137","4",,125,29,
"WDHIG1988227","CS134","4",,27.6,83,
"WDHIG1988227","CS137","4",,111,25,
"WDHIG1988228","CS134","4",,13.3,79,
"WDHIG1988228","CS137","4",,59.7,33,
"WDHIG1988229","AM241","1",,0.001,,
"WDHIG1988229","CS134","4",,33.5,85,
"WDHIG1988229","CS137","4",,110,29,
"WDHIG1988229","PU238","1",,0.0008,71,
"WDHIG1988229","PU239240","1",,0.0036,40,
"WDHIG1988229","SR90","2",,19.5,25,
"WDHIG1988230","AM241","1",,0.0069,99,
"WDHIG1988230","CS134","4",,29.5,93,
"WDHIG1988230","CS137","4",,112,3,
"WDHIG1988230","PU238","1",,0.0012,67,
"WDHIG1988230","PU239240","1",,0.0071,28,
"WDHIG1988230","SR90","2",,19.1,25,
"WDHIG1988231","CS134","4",,36.6,76,
"WDHIG1988231","CS137","4",,121,29,
"WDHIG1988232","CS134","4",,23.1,77,
"WDHIG1988232","CS137","4",,90.59999999999999,23,
"WDHIG1988233","CS134","4",,32,86,
"WDHIG1988233","CS137","4",,113,31,
"WDHIG1988234","CS134","4",,30.6,12,
"WDHIG1988234","CS137","4",,110,27,
"WDHIG1988235","CS134","4",,26.4,11,
"WDHIG1988235","CS137","4",,98.59999999999999,32,
"WDHIG1988235","SR90","2",,19.5,29,
"WDHIG1988236","CS134","4",,17.8,84,
"WDHIG1988236","CS137","4",,77.8,24,
"WDHIG1988236","SR90","2",,17.8,31,
"WDHIG1988237","CS134","4",,28.2,99,
"WDHIG1988237","CS137","4",,93.40000000000001,45,
"WDHIG1988237","SR90","2",,19.2,42,
"WDHIG1988238","CS134","4",,15.6,88,
"WDHIG1988238","CS137","4",,73.90000000000001,27,
"WDHIG1988238","SR90","2",,17.4,28,
"WDHIG1988239","CS134","4",,26.5,53,
"WDHIG1988239","CS137","4",,96.90000000000001,27,
"WDHIG1988240","CS134","4",,18.6,78,
"WDHIG1988240","CS137","4",,77.09999999999999,23,
"WDHIG1988249","AM241","1",,0.001,,
"WDHIG1988249","CS134","4",,19.9,8,
"WDHIG1988249","CS137","4",,81,22,
"WDHIG1988249","PU238","1",,0.0007,51,
"WDHIG1988249","PU239240","1",,0.0056,22,
"WDHIG1988249","SR90","2",,16.8,26,
"WDHIG1988250","AM241","1",,0.001,,
"WDHIG1988250","CS134","4",,16.3,56,
"WDHIG1988250","CS137","4",,69.09999999999999,21,
"WDHIG1988250","PU238","1",,0.004,27,
"WDHIG1988250","PU239240","1",,0.0134,17,
"WDHIG1988250","SR90","2",,16.5,27,
"WDHIG1988259","AM241","1",,0.001,,
"WDHIG1988259","CS134","4",,21.9,64,
"WDHIG1988259","CS137","4",,82.59999999999999,18,
"WDHIG1988259","PU238","1",,0.0032,27,
"WDHIG1988259","PU239240","1",,0.0158,15,
"WDHIG1988259","SR90","2",,18.3,3,
"WDHIG1988260","AM241","1",,0.001,,
"WDHIG1988260","CS134","4",,13,59,
"WDHIG1988260","CS137","4",,60.6,15,
"WDHIG1988260","PU238","1",,0.0013,51,
"WDHIG1988260","PU239240","1",,0.008,23,
"WDHIG1988260","SR90","2",,17.4,3,
"WDHIG1988270","AM241","1",,0.0036,87,
"WDHIG1988270","CS134","4",,20.9,95,
"WDHIG1988270","CS137","4",,81.7,32,
"WDHIG1988270","PU238","1",,0.001,,
"WDHIG1988270","PU239240","1",,0.0094,24,
"WDHIG1988271","AM241","1",,0.001,,
"WDHIG1988271","CS134","4",,19.7,10,
"WDHIG1988271","CS137","4",,81.5,27,
"WDHIG1988271","PU238","1",,0.001,,
"WDHIG1988271","PU239240","1",,0.0073,22,
"WDHIG1988276","CS134","4",,19.7,86,
"WDHIG1988276","CS137","4",,77.90000000000001,19,
"WDHIG1988276","SR90","2",,16.1,25,
"WDHIG1988277","CS134","4",,31,77,
"WDHIG1988277","CS137","4",,113,28,
"WDHIG1988277","SR90","2",,17.8,25,
"WDHIG1988278","CS134","4",,24.5,58,
"WDHIG1988278","CS137","4",,93.5,21,
"WDHIG1988278","SR90","2",,18.2,26,
"WDHIG1988279","CS134","4",,44.3,96,
"WDHIG1988279","CS137","4",,132,36,
"WDHIG1988279","SR90","2",,17.8,26,
"WDHIG1988280","CS134","4",,86.8,53,
"WDHIG1988280","CS137","4",,295,23,
"WDHIG1988280","SR90","2",,16.5,33,
"WDHIG1988281","CS134","4",,98.3,79,
"WDHIG1988281","CS137","4",,316,27,
"WDHIG1988281","SR90","2",,17.7,31,
"WDHIG1988282","CS134","4",,74.3,29,
"WDHIG1988282","CS137","4",,272,12,
"WDHIG1988282","SR90","2",,17.5,33,
"WDHIG1988283","CS134","4",,35.9,77,
"WDHIG1988283","CS137","4",,118,23,
"WDHIG1988283","SR90","2",,14.2,37,
"WDHIG1988284","CS134","4",,48.2,7,
"WDHIG1988284","CS137","4",,153,27,
"WDHIG1988284","SR90","2",,17.9,27,
"WDHIG1988285","CS134","4",,40,72,
"WDHIG1988285","CS137","4",,137,26,
"WDHIG1988285","SR90","2",,16.4,3,
"WDHIG1988286","CS134","4",,35.7,95,
"WDHIG1988286","CS137","4",,115,39,
"WDHIG1988286","SR90","2",,17,29,
"WDHIG1988337","CS134","4",,18.8,65,
"WDHIG1988337","CS137","4",,88.59999999999999,31,
"WDHIG1988337","SR90","2",,17.6,26,
"WDHIG1988338","CS134","4",,25.1,14,
"WDHIG1988338","CS137","4",,94.3,38,
"WDHIG1988338","SR90","2",,17.3,28,
"WDHIG1988339","CS134","4",,23.6,84,
"WDHIG1988339","CS137","4",,94,22,
"WDHIG1988339","SR90","2",,17.3,27,
"WDHIG1988340","CS134","4",,18.6,76,
"WDHIG1988340","CS137","4",,78.7,29,
"WDHIG1988340","SR90","2",,15.2,32,
"WDHIG1988460","CS134","4",,23.9,77,
"WDHIG1988460","CS137","4",,99.90000000000001,19,
"WDHIG1988460","SR90","2",,16.2,36,
"WDHIG1988461","CS134","4",,21.3,78,
"WDHIG1988461","CS137","4",,93.5,15,
"WDHIG1988461","SR90","2",,14.7,35,
"WDHIG1988462","CS134","4",,20.9,75,
"WDHIG1988462","CS137","4",,93.2,21,
"WDHIG1988462","SR90","2",,16.6,25,
"WDHIG1988463","CS134","4",,15,45,
"WDHIG1988463","CS137","4",,74.09999999999999,14,
"WDHIG1988463","SR90","2",,14.2,32,
"WDHIG1988466","CS134","4",,15.5,91,
"WDHIG1988466","CS137","4",,72.8,19,
"WDHIG1988475","CS134","4",,16.9,84,
"WDHIG1988475","CS137","4",,74.90000000000001,21,
"WDHIG1988484","CS134","4",,15.8,10,
"WDHIG1988484","CS137","4",,70,18,
"WDHIG1988493","CS134","4",,14,59,
"WDHIG1988493","CS137","4",,67.59999999999999,14,
"WDHIG1988493","SR90","2",,13.4,3,
"WDHIG1988494","CS134","4",,14.3,69,
"WDHIG1988494","CS137","4",,74.2,15,
"WDHIG1988494","SR90","2",,14.7,27,
"WDHIG1988495","CS134","4",,13.4,66,
"WDHIG1988495","CS137","4",,70.59999999999999,15,
"WDHIG1988502","CS134","4",,13,64,
