KEY,NUCLIDE,METHOD,< VALUE_Bq/kg,VALUE_Bq/kg,ERROR%_kg,< VALUE_Bq/m²,VALUE_Bq/m²,ERROR%_m²,DATE_OF_ENTRY
"SSTUK2011020","CS137","STUK01",,1014.6,5,,7200.744,8,"02/15/13 00:00:00"
"SSTUK2011021","CS137","STUK01",,780.9,5,,5667.35,8,"02/15/13 00:00:00"
"SSTUK2011022","CS137","STUK01",,685.26,9,,4761.046,12,"02/15/13 00:00:00"
"SSTUK2011023","CS137","STUK01",,456.66,5,,3172.78,8,"02/15/13 00:00:00"
"SSTUK2011024","CS137","STUK01",,141.27,9,,1093.434,12,"02/15/13 00:00:00"
"SSTUK2011025","CS137","STUK01",,93.31,6,,723.9829999999999,9,"02/15/13 00:00:00"
"SSTUK2011026","CS137","STUK01",,44.087,5,,351.006,8,"02/15/13 00:00:00"
"SSTUK2011027","CS137","STUK01",,14.718,5,,121.39,8,"02/15/13 00:00:00"
"SSTUK2011028","CS137","STUK01",,7.437,6,,59.665,9,"02/15/13 00:00:00"
"SSTUK2011029","CS137","STUK01",,3.693,7,,31.33,10,"02/15/13 00:00:00"
"SSTUK2011030","CS137","STUK01",,1.664,17,,14.53,20,"02/15/13 00:00:00"
"SSTUK2011031","K40","STUK01",,565.91,6,,375.214,9,"02/15/13 00:00:00"
"SSTUK2011032","K40","STUK01",,647.64,5,,726.564,8,"02/15/13 00:00:00"
"SSTUK2011033","K40","STUK01",,656.79,6,,1093.01,9,"02/15/13 00:00:00"
"SSTUK2011034","K40","STUK01",,639.35,9,,1062.48,12,"02/15/13 00:00:00"
"SSTUK2011035","K40","STUK01",,705.41,4,,1462.441,7,"02/15/13 00:00:00"
"SSTUK2011036","K40","STUK01",,877.84,5,,2689.655,8,"02/15/13 00:00:00"
"SSTUK2011037","K40","STUK01",,945.4400000000001,5,,3601.801,8,"02/15/13 00:00:00"
"SSTUK2011038","K40","STUK01",,831.7,4,,2872.899,7,"02/15/13 00:00:00"
"SSTUK2011039","K40","STUK01",,846.51,4,,2956.524,7,"02/15/13 00:00:00"
"SSTUK2011040","K40","STUK01",,791.7,6,,2784.881,9,"02/15/13 00:00:00"
"SSTUK2011041","K40","STUK01",,878.8200000000001,4,,3657.163,7,"02/15/13 00:00:00"
"SSTUK2011042","K40","STUK01",,843.36,7,,3485.603,10,"02/15/13 00:00:00"
"SSTUK2011043","K40","STUK01",,887.88,4,,3907.982,7,"02/15/13 00:00:00"
"SSTUK2011044","K40","STUK01",,839.14,6,,3375.301,9,"02/15/13 00:00:00"
"SSTUK2011045","K40","STUK01",,929.09,5,,2956.361,8,"02/15/13 00:00:00"
"SSTUK2011046","K40","STUK01",,929.02,5,,2822.956,8,"02/15/13 00:00:00"
"SSTUK2011047","K40","STUK01",,800.08,5,,2491.395,8,"02/15/13 00:00:00"
"SSTUK2011048","K40","STUK01",,765.3200000000001,5,,1812.69,8,"02/15/13 00:00:00"
"SSTUK2011049","K40","STUK01",,767.3200000000001,7,,2217.145,10,"02/15/13 00:00:00"
"SSTUK2011050","K40","STUK01",,835.65,6,,3004.763,9,"02/15/13 00:00:00"
"SSTUK2011031","CS137","STUK01",,188.31,6,,124.855,9,"02/15/13 00:00:00"
"SSTUK2011032","CS137","STUK01",,246.52,6,,276.562,9,"02/15/13 00:00:00"
"SSTUK2011033","CS137","STUK01",,256.72,6,,427.226,9,"02/15/13 00:00:00"
"SSTUK2011034","CS137","STUK01",,288.18,6,,478.901,9,"02/15/13 00:00:00"
"SSTUK2011035","CS137","STUK01",,328.29,6,,680.604,9,"02/15/13 00:00:00"
"SSTUK2011036","CS137","STUK01",,436.83,5,,1338.424,8,"02/15/13 00:00:00"
"SSTUK2011037","CS137","STUK01",,492.02,4,,1874.427,7,"02/15/13 00:00:00"
"SSTUK2011038","CS137","STUK01",,461.92,6,,1595.587,9,"02/15/13 00:00:00"
"SSTUK2011039","CS137","STUK01",,499.6,6,,1744.905,9,"02/15/13 00:00:00"
"SSTUK2011040","CS137","STUK01",,475.25,6,,1671.738,9,"02/15/13 00:00:00"
"SSTUK2011041","CS137","STUK01",,563.42,6,,2344.642,9,"02/15/13 00:00:00"
"SSTUK2011042","CS137","STUK01",,582.67,9,,2408.172,12,"02/15/13 00:00:00"
"SSTUK2011043","CS137","STUK01",,659.86,6,,2904.358,9,"02/15/13 00:00:00"
"SSTUK2011044","CS137","STUK01",,666.98,6,,2682.816,9,"02/15/13 00:00:00"
"SSTUK2011045","CS137","STUK01",,874.3099999999999,5,,2782.051,8,"02/15/13 00:00:00"
"SSTUK2011046","CS137","STUK01",,1642.6,4,,4991.268,7,"02/15/13 00:00:00"
"SSTUK2011047","CS137","STUK01",,409.74,5,,1275.903,8,"02/15/13 00:00:00"
"SSTUK2011048","CS137","STUK01",,161.05,5,,381.453,8,"02/15/13 00:00:00"
"SSTUK2011049","CS137","STUK01",,142.45,9,,411.604,12,"02/15/13 00:00:00"
"SSTUK2011050","CS137","STUK01",,100.27,6,,360.543,9,"02/15/13 00:00:00"
"SSTUK2011051","K40","STUK01",,855.8099999999999,6,,1586.047,9,"02/15/13 00:00:00"
"SSTUK2011052","K40","STUK01",,1011.8,7,,2756.246,10,"02/15/13 00:00:00"
"SSTUK2011053","K40","STUK01",,945.89,7,,3340.938,10,"02/15/13 00:00:00"
"SSTUK2011054","K40","STUK01",,934.65,6,,3874.217,9,"02/15/13 00:00:00"
"SSTUK2011055","K40","STUK01",,1085.9,5,,4204.158,8,"02/15/13 00:00:00"
"SSTUK2011056","K40","STUK01",,964.53,4,,4034.46,7,"02/15/13 00:00:00"
"SSTUK2011057","K40","STUK01",,1106.7,5,,5698.999,8,"02/15/13 00:00:00"
"SSTUK2011058","K40","STUK01",,1002.4,4,,5155.599,7,"02/15/13 00:00:00"
"SSTUK2011059","K40","STUK01",,1036.4,4,,6672.862,7,"02/15/13 00:00:00"
"SSTUK2011060","K40","STUK01",,1163.7,5,,9279.629999999999,8,"02/15/13 00:00:00"
"SSTUK2011061","K40","STUK01",,1140.8,5,,9495.115,8,"02/15/13 00:00:00"
"SSTUK2011062","K40","STUK01",,973.61,6,,7531.182,9,"02/15/13 00:00:00"
"SSTUK2011063","K40","STUK01",,1111.1,5,,8797.308999999999,8,"02/15/13 00:00:00"
"SSTUK2011064","K40","STUK01",,1002.1,6,,6844.246,9,"02/15/13 00:00:00"
"SSTUK2011065","K40","STUK01",,953.9299999999999,7,,7821.298,10,"02/15/13 00:00:00"
"SSTUK2011051","CS137","STUK01",,263.82,4,,488.93,7,"02/15/13 00:00:00"
"SSTUK2011052","CS137","STUK01",,339.02,8,,923.525,11,"02/15/13 00:00:00"
"SSTUK2011053","CS137","STUK01",,331.38,9,,1170.453,12,"02/15/13 00:00:00"
"SSTUK2011054","CS137","STUK01",,300.51,6,,1245.644,9,"02/15/13 00:00:00"
"SSTUK2011055","CS137","STUK01",,123.51,4,,478.18,7,"02/15/13 00:00:00"
"SSTUK2011056","CS137","STUK01",,77.66500000000001,6,,324.859,9,"02/15/13 00:00:00"
"SSTUK2011057","CS137","STUK01",,31.716,5,,163.323,8,"02/15/13 00:00:00"
"SSTUK2011058","CS137","STUK01",,10.771,6,,55.398,9,"02/15/13 00:00:00"
"SSTUK2011059","CS137","STUK01",,6.165,7,,39.695,10,"02/15/13 00:00:00"
"SSTUK2011060","CS137","STUK01",,2.615,9,,20.853,12,"02/15/13 00:00:00"
"SSTUK2011061","CS137","STUK01",,1.415,12,,11.781,15,"02/15/13 00:00:00"
"SSTUK2011062","CS137","STUK01",,0.9330000000000001,19,,7.217,22,"02/15/13 00:00:00"
"SSTUK2011063","CS137","STUK01",,0.573,21,,4.534,24,"02/15/13 00:00:00"
"SSTUK2011064","CS137","STUK01",,0.5659999999999999,20,,3.867,23,"02/15/13 00:00:00"
"SSTUK2011065","CS137","STUK01","<",0.434,,"<",3.558,,"02/15/13 00:00:00"
"SSTUK2011066","K40","STUK01",,628.52,5,,1231.999,8,"02/15/13 00:00:00"
"SSTUK2011067","K40","STUK01",,957.66,6,,2527.475,9,"02/15/13 00:00:00"
"SSTUK2011068","K40","STUK01",,868.58,6,,2056.173,9,"02/15/13 00:00:00"
"SSTUK2011069","K40","STUK01",,1076.7,6,,4930.148,9,"02/15/13 00:00:00"
"SSTUK2011070","K40","STUK01",,1122,6,,6802.48,9,"02/15/13 00:00:00"
"SSTUK2011071","K40","STUK01",,1112,9,,8124.482,12,"02/15/13 00:00:00"
"SSTUK2011072","K40","STUK01",,1151.5,9,,6586.744,12,"02/15/13 00:00:00"
"SSTUK2011073","K40","STUK01",,1111.4,9,,8410.102000000001,12,"02/15/13 00:00:00"
"SSTUK2011074","K40","STUK01",,1157.6,9,,8956.223,12,"02/15/13 00:00:00"
"SSTUK2011075","K40","STUK01",,1134.3,6,,8487.106,9,"02/15/13 00:00:00"
"SSTUK2011076","K40","STUK01",,1140.3,9,,8203.984,12,"02/15/13 00:00:00"
"SSTUK2011077","K40","STUK01",,1157.6,4,,8324.811,7,"02/15/13 00:00:00"
"SSTUK2011078","K40","STUK01",,1163.2,4,,8493.073,7,"02/15/13 00:00:00"
"SSTUK2011079","K40","STUK01",,1080,3,,7841.452,6,"02/15/13 00:00:00"
"SSTUK2011080","K40","STUK01",,1091.6,4,,7934.254,7,"02/15/13 00:00:00"
"SSTUK2011066","CS137","STUK01",,244.75,5,,479.749,8,"02/15/13 00:00:00"
"SSTUK2011067","CS137","STUK01",,238.84,5,,630.351,8,"02/15/13 00:00:00"
"SSTUK2011068","CS137","STUK01",,85.88200000000001,6,,203.307,9,"02/15/13 00:00:00"
"SSTUK2011069","CS137","STUK01",,34.758,6,,159.155,9,"02/15/13 00:00:00"
"SSTUK2011070","CS137","STUK01",,15.88,6,,96.27800000000001,9,"02/15/13 00:00:00"
"SSTUK2011071","CS137","STUK01",,7.046,10,,51.477,13,"02/15/13 00:00:00"
"SSTUK2011072","CS137","STUK01",,3.143,12,,17.976,15,"02/15/13 00:00:00"
"SSTUK2011073","CS137","STUK01",,1.777,15,,13.449,18,"02/15/13 00:00:00"
"SSTUK2011074","CS137","STUK01",,0.843,23,,6.524,26,"02/15/13 00:00:00"
"SSTUK2011075","CS137","STUK01","<",0.595,,"<",4.452,,"02/15/13 00:00:00"
"SSTUK2011076","CS137","STUK01","<",0.676,,"<",4.864,,"02/15/13 00:00:00"
"SSTUK2011077","CS137","STUK01","<",0.326,,"<",2.344,,"02/15/13 00:00:00"
"SSTUK2011078","CS137","STUK01","<",0.311,,"<",2.271,,"02/15/13 00:00:00"
"SSTUK2011079","CS137","STUK01","<",0.909,,"<",6.6,,"02/15/13 00:00:00"
"SSTUK2011080","CS137","STUK01","<",1.04,,"<",7.559,,"02/15/13 00:00:00"
"SSTUK2011066","PU238","STUK03",,0.055,26.05,,0.107,29.05,"02/15/13 00:00:00"
"SSTUK2011067","PU238","STUK03",,0.078,18.71,,0.206,21.71,"02/15/13 00:00:00"
"SSTUK2011068","PU238","STUK03",,0.251,10.14,,0.595,13.14,"02/15/13 00:00:00"
"SSTUK2011069","PU238","STUK03",,0.064,17.33,,0.294,20.33,"02/15/13 00:00:00"
"SSTUK2011070","PU238","STUK03","<",0.013,,"<",0.079,,"02/15/13 00:00:00"
"SSTUK2011071","PU238","STUK03","<",0.024,,"<",0.178,,"02/15/13 00:00:00"
"SSTUK2011072","PU238","STUK03","<",0.043,,"<",0.247,,"02/15/13 00:00:00"
"SSTUK2011073","PU238","STUK03","<",0.014,,"<",0.102,,"02/15/13 00:00:00"
"SSTUK2011074","PU238","STUK03","<",0.02,,"<",0.153,,"02/15/13 00:00:00"
"SSTUK2011075","PU238","STUK03","<",0.019,,"<",0.143,,"02/15/13 00:00:00"
"SSTUK2011076","PU238","STUK03","<",0.017,,"<",0.119,,"02/15/13 00:00:00"
"SSTUK2011077","PU238","STUK03","<",0.017,,"<",0.124,,"02/15/13 00:00:00"
"SSTUK2011078","PU238","STUK03","<",0.015,,"<",0.11,,"02/15/13 00:00:00"
"SSTUK2011079","PU238","STUK03","<",0.013,,"<",0.095,,"02/15/13 00:00:00"
"SSTUK2011080","PU238","STUK03","<",0.018,,"<",0.128,,"02/15/13 00:00:00"
"SSTUK2011066","PU239240","STUK03",,1.572,6.69,,3.082,9.69,"02/15/13 00:00:00"
"SSTUK2011067","PU239240","STUK03",,2.901,5.44,,7.655,8.44,"02/15/13 00:00:00"
"SSTUK2011068","PU239240","STUK03",,8.384,4.7,,19.847,7.7,"02/15/13 00:00:00"
"SSTUK2011069","PU239240","STUK03",,3.176,4.8,,14.545,7.8,"02/15/13 00:00:00"
"SSTUK2011070","PU239240","STUK03",,0.089,15.22,,0.539,18.22,"02/15/13 00:00:00"
"SSTUK2011071","PU239240","STUK03",,0.023,38.13,,0.165,41.13,"02/15/13 00:00:00"
"SSTUK2011072","PU239240","STUK03",,0.032,37,,0.184,40,"02/15/13 00:00:00"
"SSTUK2011073","PU239240","STUK03",,0.013,37.83,,0.095,40.83,"02/15/13 00:00:00"
"SSTUK2011074","PU239240","STUK03","<",0.015,,"<",0.114,,"02/15/13 00:00:00"
"SSTUK2011075","PU239240","STUK03","<",0.014,,"<",0.108,,"02/15/13 00:00:00"
"SSTUK2011076","PU239240","STUK03",,0.014,41.08,,0.103,44.08,"02/15/13 00:00:00"
"SSTUK2011077","PU239240","STUK03",,0.031,27.03,,0.221,30.03,"02/15/13 00:00:00"
"SSTUK2011078","PU239240","STUK03",,0.051,21.3,,0.376,24.3,"02/15/13 00:00:00"
"SSTUK2011079","PU239240","STUK03",,0.022,30.37,,0.16,33.37,"02/15/13 00:00:00"
"SSTUK2011080","PU239240","STUK03",,0.052,22.22,,0.376,25.22,"02/15/13 00:00:00"
"SSTUK2011081","K40","STUK01",,585.9,8,,386.81,11,"02/15/13 00:00:00"
"SSTUK2011082","K40","STUK01",,614.3,7,,675.932,10,"02/15/13 00:00:00"
"SSTUK2011083","K40","STUK01",,524.15,6,,744.816,9,"02/15/13 00:00:00"
"SSTUK2011084","K40","STUK01",,647.08,5,,1320.254,8,"02/15/13 00:00:00"
"SSTUK2011085","K40","STUK01",,728.99,5,,2595.461,8,"02/15/13 00:00:00"
"SSTUK2011086","K40","STUK01",,829.99,7,,3114.225,10,"02/15/13 00:00:00"
"SSTUK2011087","K40","STUK01",,886.8,4,,3753.935,7,"02/15/13 00:00:00"
"SSTUK2011088","K40","STUK01",,894.67,6,,3881.474,9,"02/15/13 00:00:00"
"SSTUK2011089","K40","STUK01",,1089.6,5,,4807.666,8,"02/15/13 00:00:00"
"SSTUK2011090","K40","STUK01",,1029.9,5,,4618.72,8,"02/15/13 00:00:00"
"SSTUK2011091","K40","STUK01",,973.58,5,,5057.872,8,"02/15/13 00:00:00"
"SSTUK2011092","K40","STUK01",,935.88,4,,4669.301,7,"02/15/13 00:00:00"
"SSTUK2011093","K40","STUK01",,1065.1,5,,5598.626,8,"02/15/13 00:00:00"
"SSTUK2011094","K40","STUK01",,979.61,5,,5076.88,8,"02/15/13 00:00:00"
"SSTUK2011095","K40","STUK01",,1027,5,,5335.396,8,"02/15/13 00:00:00"
"SSTUK2011081","CS137","STUK01",,134.8,6,,88.995,9,"02/15/13 00:00:00"
"SSTUK2011082","CS137","STUK01",,134.11,6,,147.565,9,"02/15/13 00:00:00"
"SSTUK2011083","CS137","STUK01",,75.258,6,,106.941,9,"02/15/13 00:00:00"
"SSTUK2011084","CS137","STUK01",,43.94,5,,89.652,8,"02/15/13 00:00:00"
"SSTUK2011085","CS137","STUK01",,24.599,5,,87.581,8,"02/15/13 00:00:00"
"SSTUK2011086","CS137","STUK01",,17.314,8,,64.964,11,"02/15/13 00:00:00"
"SSTUK2011087","CS137","STUK01",,10.92,7,,46.226,10,"02/15/13 00:00:00"
"SSTUK2011088","CS137","STUK01",,5.24,9,,22.733,12,"02/15/13 00:00:00"
"SSTUK2011089","CS137","STUK01",,3.485,9,,15.377,12,"02/15/13 00:00:00"
"SSTUK2011090","CS137","STUK01",,1.382,16,,6.197,19,"02/15/13 00:00:00"
"SSTUK2011091","CS137","STUK01","<",0.7,,"<",3.637,,"02/15/13 00:00:00"
"SSTUK2011092","CS137","STUK01","<",0.573,,"<",2.859,,"02/15/13 00:00:00"
"SSTUK2011093","CS137","STUK01","<",0.642,,"<",3.375,,"02/15/13 00:00:00"
"SSTUK2011094","CS137","STUK01","<",0.702,,"<",3.638,,"02/15/13 00:00:00"
"SSTUK2011095","CS137","STUK01","<",0.523,,"<",2.717,,"02/15/13 00:00:00"
"SLVEA2011001","CS137","LVEA01",,332.138,2.06,,110.954,,"02/15/13 00:00:00"
"SLVEA2011002","CS137","LVEA01",,354.835,2.05,,116.654,,"02/15/13 00:00:00"
"SLVEA2011003","CS137","LVEA01",,338.39,3.09,,113.211,,"02/15/13 00:00:00"
"SLVEA2011004","CS137","LVEA01",,325.004,2.05,,113.851,,"02/15/13 00:00:00"
"SLVEA2011005","CS137","LVEA01",,214.542,2.16,,74.83499999999999,,"02/15/13 00:00:00"
"SLVEA2011006","CS137","LVEA01",,92.462,2.68,,32.39,,"02/15/13 00:00:00"
"SLVEA2011007","CS137","LVEA01",,47.799,3.62,,16.744,,"02/15/13 00:00:00"
"SLVEA2011008","CS137","LVEA01",,21.697,6.62,,7.324,,"02/15/13 00:00:00"
"SLVEA2011009","CS137","LVEA01",,9.57,13.13,,3.361,,"02/15/13 00:00:00"
"SSSSI2011015","K40","43",,795,4,,9810,,"02/15/13 00:00:00"
"SSSSI2011015","CS137","43",,668,3,,8240,,"02/15/13 00:00:00"
"SSSSI2011016","K40","43",,1054,4,,19600,,"02/15/13 00:00:00"
"SSSSI2011016","CS137","43",,949,3,,17600,,"02/15/13 00:00:00"
"SSSSI2011017","K40","43",,931,4,,10500,,"02/15/13 00:00:00"
"SSSSI2011017","CS137","43",,692,3,,7800,,"02/15/13 00:00:00"
"SSSSI2011018","K40","43",,1136,4,,19100,,"02/15/13 00:00:00"
"SSSSI2011018","CS137","43",,1112,3,,19100,,"02/15/13 00:00:00"
"SSSSI2011019","CS137","43",,1185,3,,20100,,"02/15/13 00:00:00"
"SSSSI2011019","K40","43",,1111,4,,18900,,"02/15/13 00:00:00"
"SSSSI2011020","K40","43",,1177,4,,22700,,"02/15/13 00:00:00"
"SSSSI2011020","CS137","43",,155.9,4,,3000,,"02/15/13 00:00:00"
"SSSSI2011021","K40","43",,1036,4,,22100,,"02/15/13 00:00:00"
"SSSSI2011021","CS137","43",,23.5,10,,502,,"02/15/13 00:00:00"
"SSSSI2011022","K40","43",,965,4,,16800,,"02/15/13 00:00:00"
"SSSSI2011022","CS137","43",,586,3,,10200,,"02/15/13 00:00:00"
"SSSSI2011023","K40","43",,1044,4,,28800,,"02/15/13 00:00:00"
"SSSSI2011023","CS137","43",,68.40000000000001,5,,1890,,"02/15/13 00:00:00"
"SSSSI2011024","K40","43",,862,5,,15800,,"02/15/13 00:00:00"
"SSSSI2011024","CS137","43",,544,3,,9970,,"02/15/13 00:00:00"
"SSSSI2011025","K40","43",,1063,4,,28400,,"02/15/13 00:00:00"
"SSSSI2011025","CS137","43",,44.9,6,,1200,,"02/15/13 00:00:00"
"SSSSI2011026","K40","43",,1103,4,,30300,,"02/15/13 00:00:00"
"SSSSI2011026","CS137","43","<",1.6,,,,,"02/15/13 00:00:00"
"SSSSI2011027","K40","43",,1107,4,,30400,,"02/15/13 00:00:00"
"SSSSI2011027","CS137","43","<",2.9,,,,,"02/15/13 00:00:00"
"SSSSI2011028","K40","43",,1108,4,,26000,,"02/15/13 00:00:00"
"SSSSI2011028","CS137","43","<",3.3,,,,,"02/15/13 00:00:00"
"SSSSI2011029","K40","43",,915,3,,22400,,"02/15/13 00:00:00"
"SSSSI2011029","CS137","43",,88.5,3,,2170,,"02/15/13 00:00:00"
"SSSSI2011030","TL208","43",,14.7,2.84,,121,,"02/15/13 00:00:00"
"SSSSI2011030","K40","43",,820,1.2,,6780,,"02/15/13 00:00:00"
"SSSSI2011030","CS137","43",,8.460000000000001,3.8,,69.90000000000001,,"02/15/13 00:00:00"
"SSSSI2011030","RA223","43",,5.99,12,,49.5,,"02/15/13 00:00:00"
"SSSSI2011030","BE7","43",,14.3,23.1,,118,,"02/15/13 00:00:00"
"SSSSI2011030","PB212","43",,44.9,1.35,,371,,"02/15/13 00:00:00"
"SSSSI2011030","PB214","43",,22.6,2.71,,187,,"02/15/13 00:00:00"
"SSSSI2011030","BI214","43",,20.4,3.81,,169,,"02/15/13 00:00:00"
"SSSSI2011030","U235","43",,4.75,6.04,,39.3,,"02/15/13 00:00:00"
"SSSSI2011030","AC228","43",,36.9,3.35,,305,,"02/15/13 00:00:00"
"SSSSI2011031","K40","43",,723,1.26,,6960,,"02/15/13 00:00:00"
"SSSSI2011031","CS137","43",,24.2,1.83,,233,,"02/15/13 00:00:00"
"SSSSI2011031","CS134","43",,1.22,22.2,,11.7,,"02/15/13 00:00:00"
"SSSSI2011031","BE7","43",,7.29,25,,70.2,,"02/15/13 00:00:00"
"SSSSI2011032","CS137","43",,15,3,,408,,"02/15/13 00:00:00"
"SSSSI2011032","K40","43",,370,3,,10100,,"02/15/13 00:00:00"
"SDHIG2011025","CS137","DHIG03",,22.4,1,,387,,"03/12/13 00:00:00"
"SDHIG2011026","CS137","DHIG03",,17.2,1,,398,,"03/12/13 00:00:00"
"SLVEA2011010","CS137","LVEA01",,5.892,21.57,,1.968,,"02/15/13 00:00:00"
"SLVEA2011011","CS137","LVEA01",,4.818,24.91,,1.687,,"02/15/13 00:00:00"
"SLVEA2011012","CS137","LVEA01","<",1.1,,"<",0.3,,"02/15/13 00:00:00"
"SLVEA2011013","CS137","LVEA01",,341.502,2.09,,99.07899999999999,,"02/15/13 00:00:00"
"SLVEA2011014","CS137","LVEA01",,336.863,2.11,,90.64,,"02/15/13 00:00:00"
"SLVEA2011015","CS137","LVEA01",,345.575,2.1,,93.38500000000001,,"02/15/13 00:00:00"
"SLVEA2011016","CS137","LVEA01",,334.498,2.11,,90.836,,"02/15/13 00:00:00"
"SLVEA2011017","CS137","LVEA01",,256.469,2.12,,85.761,,"02/15/13 00:00:00"
"SLVEA2011018","CS137","LVEA01",,215.221,2.21,,66.794,,"02/15/13 00:00:00"
"SLVEA2011019","CS137","LVEA01",,176.686,2.29,,54.337,,"02/15/13 00:00:00"
"SLVEA2011020","CS137","LVEA01",,181.09,2.33,,50.197,,"02/15/13 00:00:00"
"SLVEA2011021","CS137","LVEA01",,137.129,2.51,,37.92,,"02/15/13 00:00:00"
"SLVEA2011022","CS137","LVEA01",,50.123,3.87,,15.307,,"02/15/13 00:00:00"
"SLVEA2011023","CS137","LVEA01",,14.648,9.41,,4.864,,"02/15/13 00:00:00"
"SLVEA2011024","CS137","LVEA01",,4.377,,,1.76,,"02/15/13 00:00:00"
"SCLOR2011001","K40","CLOR01",,732,1.85,,569.6,,"02/15/13 00:00:00"
"SCLOR2011001","Cs137","CLOR01",,209,1.23,,163,,"02/15/13 00:00:00"
"SCLOR2011001","Ra226","CLOR03",,26.42,12.4,,20.6,,"02/15/13 00:00:00"
"SCLOR2011002","K40","CLOR01",,623,2.79,,1058,,"02/15/13 00:00:00"
"SCLOR2011002","Cs137","CLOR01",,209,1.43,,354,,"02/15/13 00:00:00"
"SCLOR2011002","Ra226","CLOR03",,26.52,11.01,,45,,"02/15/13 00:00:00"
"SCLOR2011003","K40","CLOR01",,743,2.77,,1546,,"02/15/13 00:00:00"
"SCLOR2011003","Cs137","CLOR01",,209,1.55,,435,,"02/15/13 00:00:00"
"SCLOR2011003","Ra226","CLOR03",,26.75,12.45,,55.7,,"02/15/13 00:00:00"
"SCLOR2011004","K40","CLOR01",,789,2.38,,1933,,"02/15/13 00:00:00"
"SCLOR2011004","Cs137","CLOR01",,190,1.44,,465,,"02/15/13 00:00:00"
"SCLOR2011004","Ra226","CLOR03",,27.31,12.45,,66.90000000000001,,"02/15/13 00:00:00"
"SCLOR2011005","K40","CLOR01",,727,2.44,,1753,,"02/15/13 00:00:00"
"SCLOR2011005","Cs137","CLOR01",,208,1.36,,501,,"02/15/13 00:00:00"
"SCLOR2011005","Ra226","CLOR03",,25.79,12.21,,62.2,,"02/15/13 00:00:00"
"SCLOR2011006","K40","CLOR01",,709,2.05,,3870,,"02/15/13 00:00:00"
"SCLOR2011006","Cs137","CLOR01",,189,1.08,,1031,,"02/15/13 00:00:00"
"SCLOR2011006","Ra226","CLOR03",,24.3,12.3,,134.3,,"02/15/13 00:00:00"
"SCLOR2011007","K40","CLOR01",,727,1.48,,4086,,"02/15/13 00:00:00"
"SCLOR2011007","Cs137","CLOR01",,149,0.91,,838,,"02/15/13 00:00:00"
"SCLOR2011007","Ra226","CLOR03",,24.61,12.84,,142.7,,"02/15/13 00:00:00"
"SCLOR2011008","K40","CLOR01",,708,2,,4036,,"02/15/13 00:00:00"
"SCLOR2011008","Cs137","CLOR01",,100.7,1.5,,574,,"02/15/13 00:00:00"
"SCLOR2011008","Ra226","CLOR03",,25.38,12.61,,145.6,,"02/15/13 00:00:00"
"SCLOR2011009","K40","CLOR01",,727,2.11,,5203,,"02/15/13 00:00:00"
"SCLOR2011009","Cs137","CLOR01",,58.8,2.18,,421,,"02/15/13 00:00:00"
"SCLOR2011009","Ra226","CLOR03",,25.53,12.75,,178.6,,"02/15/13 00:00:00"
"SCLOR2011010","K40","CLOR01",,726,1.44,,6448,,"02/15/13 00:00:00"
"SCLOR2011010","Cs137","CLOR01",,26.81,2.55,,238,,"02/15/13 00:00:00"
"SDHIG2011027","CS137","DHIG03",,15.8,1,,394,,"03/12/13 00:00:00"
"SDHIG2011028","CS137","DHIG03",,9.800000000000001,1,,252,,"03/12/13 00:00:00"
"SDHIG2011029","CS137","DHIG03",,5.5,1,,137,,"03/12/13 00:00:00"
"SDHIG2011030","CS137","DHIG03",,3.1,3,,80,,"03/12/13 00:00:00"
"SDHIG2011031","CS137","DHIG03",,1.8,3,,49,,"03/12/13 00:00:00"
"SDHIG2011032","CS137","DHIG03",,1.4,5,,44,,"03/12/13 00:00:00"
"SDHIG2011035","CS137","DHIG03",,114,1,,338,,"03/12/13 00:00:00"
"SDHIG2011036","CS137","DHIG03",,117,1,,537,,"03/12/13 00:00:00"
"SDHIG2011037","CS137","DHIG03",,119,0,,570,,"03/12/13 00:00:00"
"SDHIG2011038","CS137","DHIG03",,123,1,,691,,"03/12/13 00:00:00"
"SDHIG2011039","CS137","DHIG03",,93.40000000000001,1,,601,,"03/12/13 00:00:00"
"SDHIG2011040","CS137","DHIG03",,61.6,1,,414,,"03/12/13 00:00:00"
"SDHIG2011041","CS137","DHIG03",,42,1,,280,,"03/12/13 00:00:00"
"SDHIG2011042","CS137","DHIG03",,26.1,1,,176,,"03/12/13 00:00:00"
"SDHIG2011043","CS137","DHIG03",,16.7,2,,111,,"03/12/13 00:00:00"
"SDHIG2011044","CS137","DHIG03",,11.7,2,,77,,"03/12/13 00:00:00"
"SDHIG2011047","CS137","DHIG03",,5.8,2,,170,,"03/12/13 00:00:00"
"SDHIG2011048","CS137","DHIG03",,10.2,1,,293,,"03/12/13 00:00:00"
"SDHIG2011049","CS137","DHIG03",,11.8,1,,325,,"03/12/13 00:00:00"
"SDHIG2011050","CS137","DHIG03",,9.699999999999999,1,,291,,"03/12/13 00:00:00"
"SDHIG2011051","CS137","DHIG03",,8.800000000000001,1,,258,,"03/12/13 00:00:00"
"SDHIG2011052","CS137","DHIG03",,10.5,1,,286,,"03/12/13 00:00:00"
"SDHIG2011063","CS137","DHIG03",,67.5,1,,209,,"03/12/13 00:00:00"
"SDHIG2011064","CS137","DHIG03",,71.3,1,,314,,"03/12/13 00:00:00"
